,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,Description,PhotoAmt,AdoptionSpeed
3153,2,0,3,266,0,2,7,0,0,1,1,1,1,2,1,1,0,0,374,3,1
3154,1,0,60,205,0,2,1,7,0,2,2,3,3,1,1,1,0,0,200,4,2
3155,2,0,4,266,0,1,1,3,7,1,1,2,1,2,1,2,0,0,57,1,2
3156,2,0,3,247,243,1,3,4,5,2,1,2,2,2,1,1,0,0,814,3,1
3157,1,0,36,109,307,1,3,0,0,4,2,1,1,1,1,1,0,0,307,1,3
3158,2,0,12,292,276,1,1,3,7,2,2,3,1,2,1,1,100,0,696,4,3
3159,2,0,3,266,299,1,1,6,7,1,1,1,1,2,1,1,0,1,44,4,2
3160,2,0,17,266,0,3,2,6,0,2,2,2,2,2,1,4,0,0,210,4,4
3161,1,0,1,307,0,3,1,2,7,3,1,2,2,2,1,8,0,0,2142,4,3
3162,2,0,3,265,0,3,2,4,7,2,1,2,2,2,1,4,0,0,137,4,3
3163,2,0,2,266,0,1,5,0,0,1,1,2,2,2,1,1,50,0,3,2,4
3164,1,0,48,179,0,2,5,0,0,1,2,1,1,1,1,1,250,0,367,4,2
3165,1,0,2,307,0,2,2,5,0,2,1,1,1,2,1,1,0,0,69,5,2
3166,1,0,5,109,141,2,3,4,0,2,2,3,1,1,1,1,0,0,178,5,4
3167,1,0,4,307,0,2,7,0,0,1,1,1,1,3,1,1,0,0,44,2,2
3168,2,0,4,247,266,1,1,0,0,2,1,1,1,2,1,1,0,0,95,2,1
3169,1,0,24,307,0,1,1,4,0,2,1,3,3,3,1,1,0,0,293,3,3
3170,2,0,4,265,0,2,1,2,0,3,2,2,2,2,1,1,0,0,30,7,0
3171,1,0,31,307,0,2,3,5,0,1,1,1,1,1,1,1,80,0,373,5,4
3172,2,0,4,266,0,1,2,5,6,1,1,1,1,2,1,1,0,0,355,5,2
3173,2,0,54,266,0,1,3,4,7,2,1,1,1,1,1,1,0,0,362,2,4
3174,2,0,7,266,0,1,3,0,0,2,1,1,1,1,1,1,0,0,310,3,4
3175,1,0,2,307,0,3,1,4,7,2,1,2,2,2,1,6,0,0,75,6,2
3176,2,0,4,292,0,2,2,7,0,1,1,1,1,2,1,1,400,0,682,4,2
3177,2,0,2,266,0,3,1,2,3,2,1,1,1,3,1,3,0,0,493,4,2
3178,1,0,36,75,307,2,2,0,0,1,2,3,3,3,1,1,0,0,194,1,4
3179,2,0,8,251,254,2,2,0,0,2,2,1,1,2,1,1,200,0,193,3,3
3180,2,0,36,266,0,2,5,6,7,2,1,2,1,1,1,1,0,0,848,16,2
3181,1,0,14,141,307,1,7,0,0,2,2,2,2,2,1,1,0,0,278,4,0
3182,1,0,31,20,0,1,2,7,0,2,1,1,1,2,1,1,400,0,353,1,3
3183,1,0,2,307,0,2,5,0,0,2,1,2,2,2,1,1,0,0,894,8,3
3184,1,0,17,205,0,1,7,0,0,2,1,1,1,2,1,1,155,0,78,0,4
3185,1,0,46,179,0,2,5,7,0,1,3,1,1,1,1,1,0,0,16,1,3
3186,2,0,2,266,247,1,1,2,0,1,2,2,2,2,1,1,0,0,268,2,0
3187,2,0,2,266,0,2,1,6,0,1,1,2,2,2,1,1,0,0,126,2,4
3188,2,0,3,266,0,2,1,3,7,2,1,1,1,1,1,1,0,0,268,10,1
3189,1,0,2,307,0,1,2,7,0,1,1,3,3,3,1,1,0,0,263,1,4
3190,1,0,1,307,0,1,1,3,0,2,2,1,1,2,1,1,0,0,393,8,3
3191,2,0,1,266,0,2,4,7,0,2,1,2,2,2,1,1,0,0,43,1,3
3192,1,0,2,307,307,3,1,4,7,2,1,2,2,2,1,5,0,0,121,5,4
3193,2,0,17,265,0,3,3,0,0,3,2,1,1,1,1,2,0,0,799,5,4
3194,2,0,7,276,292,1,1,7,0,3,2,2,1,2,1,1,70,0,425,5,3
3195,1,0,120,307,307,2,2,0,0,2,2,2,2,1,1,1,0,0,251,1,4
3196,2,0,1,266,266,3,2,3,6,2,1,2,2,2,1,2,0,0,324,14,4
3197,1,0,36,83,0,2,2,0,0,2,2,1,1,2,1,1,0,0,264,2,1
3198,2,0,9,266,0,1,3,0,0,2,1,2,2,2,1,1,0,0,39,1,4
3199,2,0,2,243,0,1,3,0,0,3,2,1,1,2,1,1,0,1,167,4,2
3200,2,0,5,266,0,1,1,2,7,1,1,3,3,3,1,1,0,0,353,9,2
3201,1,0,50,60,205,1,2,0,0,2,1,2,2,1,1,1,0,0,70,3,4
3202,2,0,16,266,0,2,6,7,0,2,1,2,1,1,1,1,0,0,431,10,4
3203,1,0,1,307,0,2,2,7,0,2,1,3,3,3,1,1,0,0,102,3,1
3204,1,0,3,307,307,2,1,2,7,2,2,2,1,2,1,1,100,0,423,10,2
3205,2,0,24,264,0,2,2,0,0,2,3,1,1,1,1,2,150,0,211,1,1
3206,1,0,48,307,307,1,1,7,0,3,1,1,1,1,1,1,100,0,585,4,2
3207,1,0,2,307,0,2,1,2,6,2,1,2,2,2,1,4,0,0,104,1,2
3208,1,0,6,109,0,1,3,0,0,3,3,1,1,2,1,1,0,0,160,1,0
3209,1,0,2,307,0,3,1,2,7,2,1,2,2,2,1,6,0,0,122,5,1
3210,1,0,2,307,0,2,1,5,0,2,2,2,2,2,1,1,0,0,131,1,2
3211,1,0,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,0,218,1,1
3212,2,0,9,266,294,1,6,0,0,2,2,2,1,2,1,1,10,0,441,3,2
3213,2,0,6,299,0,3,6,7,0,1,1,2,1,2,1,2,0,0,444,1,3
3214,2,0,0,265,0,3,1,2,7,1,2,2,2,2,1,3,0,0,275,7,1
3215,1,0,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,1312,8,2
3216,1,0,4,307,307,1,2,7,0,2,2,1,1,2,1,1,0,0,12,2,2
3217,1,0,11,307,0,2,2,5,0,1,1,3,1,2,1,1,0,0,130,6,3
3218,1,0,3,307,0,1,2,0,0,2,2,2,2,2,1,1,0,0,195,1,4
3219,2,0,3,0,266,3,1,4,7,1,1,2,1,2,1,3,0,0,116,11,2
3220,1,0,3,307,0,2,2,7,0,2,2,1,1,2,1,1,50,0,74,1,2
3221,2,0,4,266,0,1,2,0,0,2,1,2,1,1,1,1,0,0,180,2,2
3222,2,0,10,264,0,2,3,6,0,2,3,3,3,3,1,1,0,0,308,3,0
3223,2,0,1,265,0,3,1,5,7,1,2,2,2,2,1,5,0,0,168,1,4
3224,1,0,48,195,0,1,7,0,0,1,3,1,1,3,2,1,0,0,346,4,1
3225,1,0,4,307,0,3,2,0,0,2,2,1,1,1,1,3,0,0,326,3,4
3226,1,0,10,307,0,1,1,2,5,2,1,2,2,2,1,1,0,0,343,9,3
3227,2,0,2,266,0,1,1,7,0,2,2,1,1,2,1,1,0,0,267,11,3
3228,1,0,5,218,307,2,1,7,0,1,1,1,1,2,1,1,0,0,145,4,3
3229,1,0,5,307,0,2,7,0,0,2,1,1,1,1,1,1,0,0,378,5,3
3230,2,0,26,265,0,2,6,0,0,2,2,1,1,2,1,1,0,0,196,2,4
3231,1,0,15,213,0,1,7,0,0,2,3,3,3,3,1,1,0,0,327,2,2
3232,1,0,8,179,307,1,7,0,0,2,2,3,3,3,1,1,0,0,428,1,2
3233,2,0,7,285,266,3,2,7,0,2,2,1,1,2,1,2,250,0,17,16,2
3234,1,0,1,307,0,1,2,0,0,2,1,3,1,2,1,1,0,0,89,2,2
3235,2,0,2,292,0,2,2,0,0,2,1,2,2,2,1,1,0,0,262,3,1
3236,1,0,3,307,0,2,1,0,0,2,1,2,1,2,1,1,0,0,74,3,2
3237,2,0,4,265,0,2,1,7,0,2,2,1,1,2,1,1,0,0,125,7,3
3238,2,0,8,265,0,2,1,2,5,2,2,3,3,1,1,1,0,0,45,2,1
3239,1,0,72,49,0,1,1,2,7,3,1,1,1,1,1,1,0,0,86,1,4
3240,2,0,24,266,0,1,6,7,0,2,1,2,2,1,1,1,0,0,25,1,4
3241,1,0,96,307,0,1,1,0,0,1,1,1,1,1,1,1,0,0,145,1,4
3242,1,0,12,307,0,1,5,0,0,2,1,3,3,3,1,1,0,0,40,2,1
3243,1,0,3,307,0,2,5,7,0,2,2,2,1,2,1,1,0,0,117,2,4
3244,2,0,7,299,0,1,1,6,7,1,1,1,1,1,1,1,100,0,212,5,4
3245,2,0,1,266,0,3,1,4,7,1,1,2,2,2,1,2,0,1,923,5,1
3246,2,0,1,266,292,3,1,6,7,1,1,2,2,2,1,3,0,0,102,4,3
3247,2,0,14,266,0,2,1,2,0,2,1,2,2,1,1,1,0,0,89,3,4
3248,1,0,6,307,0,2,2,7,0,2,2,1,1,1,2,1,0,0,239,6,3
3249,1,0,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,135,10,3
3250,2,0,5,292,0,1,2,0,0,2,2,2,2,2,2,1,0,0,16,3,1
3251,2,0,24,292,266,2,2,5,0,1,1,1,3,1,1,1,0,0,465,3,1
3252,2,0,5,266,0,3,4,5,7,1,1,2,2,3,1,4,0,0,256,1,4
3253,2,0,12,249,0,2,1,2,6,2,1,2,1,2,1,1,0,0,437,3,2
3254,1,0,13,307,0,2,1,2,0,2,1,1,1,1,1,1,0,0,319,3,2
3255,1,0,2,179,195,1,2,0,0,1,2,2,1,2,1,1,450,0,243,3,1
3256,2,0,3,266,0,1,1,7,0,2,1,1,1,2,1,1,120,0,178,4,2
3257,1,0,48,182,205,1,1,2,5,1,1,1,1,2,1,1,0,0,48,3,4
3258,1,0,2,307,0,2,2,3,7,2,2,2,2,2,1,1,0,0,175,2,4
3259,1,0,7,205,0,3,2,3,7,1,1,1,1,2,1,2,500,0,572,1,1
3260,2,0,2,266,0,3,2,4,6,1,1,2,2,2,1,4,0,0,196,4,2
3261,1,0,24,20,0,2,1,2,7,2,1,3,3,2,1,1,0,0,736,1,1
3262,2,0,2,266,0,1,2,6,0,1,1,1,1,2,1,1,50,0,103,1,2
3263,1,0,3,307,0,2,2,5,7,2,1,2,2,2,1,3,200,0,313,5,4
3264,1,0,48,307,0,2,2,7,0,2,1,1,1,1,1,1,0,0,571,4,4
3265,1,0,36,19,19,2,1,2,7,2,1,3,3,3,1,1,0,0,152,4,3
3266,2,0,4,266,266,2,2,0,0,1,1,2,2,2,1,1,0,1,47,2,2
3267,2,0,4,266,0,2,7,0,0,1,1,2,2,1,1,1,0,0,167,3,3
3268,2,0,5,266,0,1,1,7,0,2,1,3,3,2,1,1,0,0,57,9,3
3269,2,0,2,266,0,2,6,7,0,2,1,2,1,2,1,1,0,1,224,7,2
3270,2,0,24,265,0,2,1,6,7,2,2,1,1,1,1,1,0,0,110,3,4
3271,1,0,7,307,0,2,1,3,4,2,1,1,1,1,1,1,0,1,1744,7,3
3272,2,0,36,266,0,1,1,7,0,2,1,2,2,1,1,1,0,0,473,1,4
3273,2,0,26,265,0,2,2,5,7,3,2,2,1,2,1,1,10,0,428,2,4
3274,2,0,3,265,0,1,1,6,0,2,2,2,2,2,2,1,0,0,151,5,4
3275,2,0,3,265,265,3,4,6,0,2,1,2,2,2,1,2,0,0,161,1,3
3276,2,0,36,264,0,2,1,2,0,2,3,2,2,1,1,1,0,0,448,3,3
3277,1,0,1,307,0,1,1,2,0,2,2,2,2,2,2,1,0,0,95,5,2
3278,2,0,16,266,0,2,6,7,0,2,1,1,1,1,1,1,50,0,536,10,4
3279,1,0,13,307,0,2,3,0,0,1,2,2,1,1,1,1,0,0,358,2,4
3280,2,0,1,266,0,1,1,4,0,2,1,2,1,2,1,3,0,0,167,1,1
3281,1,0,4,307,307,2,2,0,0,2,2,2,3,3,1,1,0,0,407,4,4
3282,2,0,3,285,264,2,1,2,6,3,2,3,3,3,1,1,0,0,35,2,4
3283,2,0,6,254,0,2,1,3,0,1,1,1,1,1,2,2,0,0,125,3,1
3284,2,0,3,265,299,3,4,5,7,1,2,2,2,2,1,4,0,0,411,6,2
3285,1,0,8,307,0,1,1,0,0,2,1,2,2,2,1,1,0,0,34,1,4
3286,1,0,12,307,0,1,2,0,0,2,1,1,1,1,1,1,0,0,366,2,4
3287,2,0,6,266,299,1,3,7,0,1,1,1,1,2,1,1,100,0,2989,6,1
3288,1,0,48,205,0,1,2,5,7,1,2,1,1,2,1,1,0,0,956,3,3
3289,2,0,2,266,0,2,4,7,0,1,1,3,3,3,1,1,0,0,27,2,1
3290,1,0,3,307,0,2,2,7,0,2,1,3,3,2,1,1,0,0,11,1,2
3291,1,0,2,307,0,1,1,4,7,2,2,2,1,2,1,1,0,0,428,6,1
3292,2,0,6,266,0,2,3,6,7,1,1,1,1,1,1,1,0,0,355,1,2
3293,1,0,12,307,0,2,2,0,0,1,1,1,1,1,1,1,0,0,88,3,4
3294,1,0,36,205,0,2,2,5,0,1,3,1,1,3,1,1,0,0,70,1,4
3295,2,0,2,266,0,2,1,7,0,1,1,1,1,1,1,1,1,0,7,1,4
3296,1,0,24,179,179,1,7,0,0,2,2,1,1,1,1,1,0,0,36,0,4
3297,1,0,84,152,205,1,1,2,7,1,1,1,1,2,1,2,0,0,1028,11,2
3298,2,0,4,266,0,2,1,7,0,1,1,3,3,3,2,1,0,0,411,1,4
3299,2,0,4,266,0,1,1,6,7,2,2,1,1,2,1,1,0,0,101,5,1
3300,2,0,1,265,0,1,1,0,0,2,2,2,2,2,1,1,0,0,75,1,1
3301,2,0,8,244,300,2,1,2,7,2,1,2,2,1,1,1,0,0,397,6,2
3302,1,0,2,307,0,3,1,2,4,2,2,2,1,2,1,6,0,0,132,7,2
3303,1,0,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,0,88,2,1
3304,1,0,24,307,0,2,1,7,0,2,1,3,3,2,1,1,0,0,305,2,4
3305,2,0,6,266,0,2,2,0,0,2,1,2,1,2,1,1,0,0,109,8,1
3306,1,0,12,195,0,1,1,6,7,2,1,1,1,1,1,1,200,0,65,3,1
3307,1,0,2,307,0,2,1,0,0,2,2,2,2,2,1,1,0,0,54,3,1
3308,2,0,18,265,0,1,5,6,7,3,2,2,2,1,1,1,0,0,374,5,2
3309,1,0,48,234,0,1,7,0,0,3,3,1,1,2,1,1,0,0,659,3,2
3310,2,0,2,266,0,2,1,2,0,2,1,2,2,2,1,1,0,0,864,11,3
3311,1,0,6,307,0,2,2,0,0,2,1,1,1,1,1,1,48,0,118,1,4
3312,2,0,8,266,0,2,1,3,7,2,1,2,2,2,1,1,10,0,377,4,3
3313,1,0,15,109,0,1,2,3,0,3,2,1,1,3,1,1,0,0,280,0,4
3314,1,0,5,307,0,3,1,0,0,2,1,1,1,1,1,3,0,0,818,5,4
3315,1,0,2,307,307,2,2,4,0,2,2,2,2,2,1,1,0,0,421,1,2
3316,2,0,48,253,0,2,2,5,7,3,2,1,3,2,1,1,0,0,1225,10,1
3317,1,0,24,307,307,2,2,0,0,2,2,3,3,3,1,1,0,0,251,4,3
3318,1,0,1,307,0,3,2,6,7,2,1,2,2,2,1,6,0,0,657,0,4
3319,1,0,2,307,0,2,1,2,0,2,1,2,2,2,1,1,20,0,117,1,3
3320,2,0,3,266,0,1,1,7,0,1,1,2,2,2,1,1,0,0,50,2,1
3321,2,0,2,292,0,1,2,5,7,1,1,2,2,2,1,1,0,0,780,2,2
3322,2,0,2,265,266,2,3,6,0,1,2,2,2,2,1,2,0,0,93,3,3
3323,2,0,15,265,0,2,7,0,0,2,2,2,1,2,1,1,0,0,61,1,2
3324,2,0,1,266,0,1,6,0,0,2,1,2,2,2,1,1,0,0,261,3,3
3325,1,0,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,0,257,3,4
3326,1,0,42,15,0,2,1,2,0,2,2,1,3,3,1,1,0,0,71,1,4
3327,2,0,1,266,0,2,6,0,0,1,1,2,2,2,1,1,0,0,16,1,1
3328,1,0,36,307,0,2,1,2,0,1,2,1,1,1,1,1,0,0,427,7,4
3329,2,0,2,266,0,1,1,7,0,2,1,2,1,2,1,1,30,0,25,5,1
3330,1,0,1,307,0,3,2,5,7,2,1,2,2,2,1,7,0,0,227,15,4
3331,1,0,4,218,307,3,4,5,7,2,1,1,1,2,1,2,0,0,145,5,3
3332,1,0,2,307,0,2,1,2,0,2,1,3,1,2,1,1,0,0,51,4,2
3333,2,0,4,266,0,2,7,0,0,1,1,2,1,2,2,1,0,0,758,4,1
3334,1,0,12,307,0,1,1,2,0,2,2,1,1,2,1,1,0,0,71,3,4
3335,2,0,3,266,0,1,6,0,0,2,1,2,1,2,1,1,0,0,281,3,1
3336,2,0,3,266,0,1,3,0,0,2,1,2,2,2,1,1,0,0,99,2,4
3337,1,0,12,83,0,2,3,0,0,2,2,1,1,3,1,1,300,0,120,3,1
3338,2,0,2,266,0,1,1,7,0,2,1,2,1,2,1,1,50,0,697,4,3
3339,1,0,4,307,307,3,2,0,0,1,1,1,1,3,1,4,0,0,968,7,3
3340,1,0,24,179,0,1,2,3,0,1,1,1,1,1,1,1,350,0,714,3,1
3341,1,0,1,307,0,3,1,2,7,3,2,2,2,2,1,6,0,7,377,21,2
3342,2,0,10,266,0,2,1,3,7,2,1,1,1,1,1,1,50,0,100,1,3
3343,2,0,22,300,265,1,3,4,0,3,2,1,1,1,1,1,50,0,6,2,4
3344,2,0,26,266,0,3,1,2,7,1,1,2,2,1,1,4,0,0,204,12,4
3345,1,0,2,307,0,1,2,0,0,2,1,2,1,2,1,1,0,0,483,2,4
3346,1,0,3,307,0,1,2,7,0,2,1,2,1,2,1,1,0,0,292,1,2
3347,2,0,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,0,39,1,4
3348,2,0,1,266,0,3,1,2,3,2,1,2,2,2,1,5,0,0,431,3,4
3349,2,0,18,284,292,2,3,6,7,2,1,2,1,1,1,1,0,0,937,3,3
3350,2,0,12,266,0,1,6,0,0,2,1,1,1,1,1,1,0,0,430,5,3
3351,2,0,1,266,0,2,1,7,0,1,1,2,2,2,1,1,0,0,123,1,1
3352,2,0,1,266,254,2,1,4,7,2,1,2,1,2,1,1,0,0,531,3,2
3353,1,0,5,307,307,2,1,2,0,2,2,2,2,2,1,1,0,0,169,13,3
3354,1,0,12,307,213,1,4,7,0,2,2,1,1,2,1,1,0,0,314,0,3
3355,1,0,12,75,307,2,2,7,0,2,1,3,3,1,1,1,0,0,206,3,2
3356,2,0,7,285,248,1,1,7,0,2,3,2,1,2,1,1,350,1,697,5,1
3357,2,0,25,285,247,1,3,0,0,2,2,1,1,1,1,1,100,0,82,5,4
3358,2,0,1,266,0,3,1,4,6,2,1,2,1,2,1,5,0,0,1718,11,2
3359,1,0,1,307,0,3,2,5,7,2,2,2,2,2,1,3,0,0,193,4,2
3360,1,0,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,308,7,4
3361,1,0,3,307,0,2,2,5,0,3,2,2,2,2,1,1,0,0,296,1,2
3362,1,0,24,189,0,1,1,3,0,3,1,1,1,1,1,1,300,0,1420,1,1
3363,2,0,12,266,0,1,4,5,7,3,2,2,1,2,1,1,0,0,130,8,2
3364,1,0,84,218,218,1,2,5,0,1,2,3,1,2,1,1,0,0,74,5,4
3365,2,0,2,266,0,1,3,7,0,1,1,1,1,2,1,1,65,0,2730,15,2
3366,1,0,2,218,307,1,5,0,0,2,1,2,1,2,1,1,0,0,546,12,1
3367,1,0,8,307,0,2,1,2,0,2,1,1,1,1,1,1,0,0,36,3,2
3368,2,0,5,292,0,1,5,6,7,2,1,3,3,2,1,1,250,0,282,5,4
3369,2,0,3,266,0,2,1,3,7,2,1,1,1,2,1,2,1,0,305,5,3
3370,2,0,4,266,0,2,1,2,4,2,1,2,2,2,1,3,0,0,271,2,2
3371,1,0,2,307,218,1,2,7,0,2,1,2,1,2,2,1,0,0,927,11,1
3372,2,0,10,264,264,2,3,0,0,2,2,3,3,3,1,1,0,0,58,5,4
3373,2,0,48,264,285,1,7,0,0,3,3,1,1,1,1,1,300,0,152,3,2
3374,1,0,2,307,307,3,2,5,7,2,2,1,1,2,1,4,0,3,334,13,3
3375,1,0,48,69,69,2,3,5,0,1,2,1,1,1,1,1,200,0,381,8,4
3376,1,0,2,307,307,2,1,7,0,2,2,2,1,2,1,1,0,0,12,4,3
3377,2,0,24,266,0,1,2,4,7,3,1,1,1,2,1,1,0,0,908,2,1
3378,1,0,4,205,0,2,1,2,7,1,3,1,1,2,1,1,400,0,68,3,1
3379,1,0,2,307,0,1,2,5,0,2,1,2,1,2,1,1,0,0,307,1,2
3380,2,0,2,266,0,2,7,0,0,1,1,2,2,2,1,1,0,0,815,2,2
3381,2,0,4,249,266,3,2,0,0,2,1,2,2,2,1,4,0,0,289,3,4
3382,1,0,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,0,122,3,3
3383,2,0,2,266,0,1,3,7,0,2,1,2,2,2,1,1,0,0,74,5,1
3384,1,0,60,179,0,2,5,7,0,1,2,3,3,1,1,1,250,0,181,3,1
3385,1,0,36,307,0,1,1,2,0,3,1,1,1,1,1,1,0,0,40,2,2
3386,1,0,2,307,0,1,7,0,0,1,1,1,1,2,1,1,0,0,91,3,4
3387,1,0,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,0,137,2,1
3388,2,0,4,266,0,2,2,4,5,2,1,2,1,2,1,1,0,0,376,2,3
3389,2,0,3,264,0,2,2,3,6,2,3,3,3,3,1,3,0,0,402,6,3
3390,2,0,1,266,0,3,1,4,7,2,1,2,2,2,1,7,0,0,24,3,2
3391,1,0,1,128,307,1,2,7,0,2,2,2,2,2,1,1,0,0,220,1,3
3392,1,0,24,152,307,2,1,0,0,2,1,1,1,1,1,1,0,0,558,4,3
3393,2,0,6,266,0,2,4,7,0,1,1,1,1,1,1,1,0,0,189,2,4
3394,2,0,3,265,0,1,1,2,7,2,2,2,1,3,1,1,0,0,519,6,4
3395,2,0,2,265,265,3,1,6,0,1,1,2,2,3,1,2,0,0,38,4,2
3396,2,0,6,266,0,2,1,7,0,1,1,3,3,3,1,1,0,0,175,3,2
3397,1,0,4,307,0,2,1,0,0,2,1,1,1,2,1,1,0,0,334,7,4
3398,1,0,3,307,0,1,2,7,0,3,2,3,3,2,1,1,0,0,80,3,3
3399,1,0,2,307,0,2,5,0,0,2,2,1,1,2,1,1,0,0,99,5,4
3400,1,0,14,213,201,1,1,3,7,2,2,1,1,1,1,1,0,0,281,4,0
3401,2,0,7,266,0,1,1,7,0,2,1,1,1,1,1,1,50,0,427,2,2
3402,1,0,1,307,218,2,1,7,0,2,2,1,1,2,1,1,0,0,509,19,3
3403,1,0,24,307,0,1,1,7,0,2,1,3,3,1,1,1,0,0,191,2,3
3404,1,0,2,307,0,2,1,7,0,2,1,2,1,3,2,1,0,0,613,3,2
3405,1,0,38,307,0,1,5,7,0,2,2,1,1,2,1,1,80,0,144,2,2
3406,1,0,5,307,0,2,2,3,0,2,2,2,1,2,1,1,0,0,585,5,4
3407,1,0,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,0,318,9,2
3408,2,0,2,254,0,2,1,5,7,2,1,2,1,2,1,1,0,0,81,3,3
3409,1,0,2,307,0,1,2,3,0,2,2,2,1,2,1,1,50,0,771,3,3
3410,2,0,1,299,0,1,1,7,0,1,2,2,1,2,1,1,0,0,618,9,3
3411,2,0,2,266,266,3,1,2,7,2,1,2,2,2,1,2,0,0,128,1,2
3412,1,0,8,307,218,2,1,7,0,2,1,1,1,1,1,1,0,0,232,6,3
3413,1,0,1,307,0,2,2,5,7,2,1,2,2,2,1,1,0,0,410,5,3
3414,1,0,1,307,0,3,1,2,0,2,2,2,2,2,1,4,0,0,347,5,3
3415,1,0,1,307,0,3,1,2,7,2,2,2,2,2,1,7,0,0,372,16,1
3416,1,0,2,307,0,2,1,3,0,2,2,2,2,2,1,1,0,0,332,3,2
3417,2,0,8,266,266,2,6,7,0,2,1,1,1,2,1,1,0,0,108,5,3
3418,1,0,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,0,127,1,2
3419,2,0,3,292,0,1,5,7,0,2,1,1,1,2,1,1,0,0,105,2,1
3420,2,0,1,265,0,2,2,3,0,2,2,2,2,2,1,1,0,0,273,0,2
3421,1,0,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,0,243,1,1
3422,2,0,8,264,0,2,7,0,0,1,2,2,1,1,1,1,100,0,179,2,1
3423,2,0,3,299,303,2,1,2,6,2,2,2,1,2,1,2,0,0,1345,6,1
3424,1,0,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,0,217,1,3
3425,2,0,1,285,265,3,1,6,7,2,1,2,2,2,1,5,0,0,311,6,2
3426,2,0,2,265,0,2,1,6,7,2,2,2,2,2,1,1,0,0,43,2,2
3427,1,0,7,307,0,3,2,5,0,2,1,2,1,1,1,2,0,0,436,2,4
3428,1,0,1,307,0,2,1,3,0,2,1,2,1,2,1,1,0,0,468,7,2
3429,2,0,2,265,0,3,1,5,7,1,2,2,2,2,1,3,0,0,363,0,4
3430,1,0,18,141,0,2,2,3,0,3,1,1,1,1,1,1,0,0,115,0,1
3431,1,0,6,179,0,2,2,3,0,2,2,1,1,2,1,1,0,0,486,1,2
3432,1,0,5,307,0,2,2,7,0,2,1,2,2,2,1,1,0,0,503,1,1
3433,2,0,1,266,0,2,1,7,0,1,1,2,2,2,1,1,0,0,67,3,1
3434,1,0,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,3,2210,2,2
3435,1,0,2,307,0,2,1,2,3,2,1,2,1,2,1,5,0,0,84,1,4
3436,2,0,31,299,0,2,1,2,5,3,1,1,1,1,1,1,0,0,370,5,4
3437,2,0,3,265,0,2,1,2,7,2,2,2,2,2,1,1,0,0,14,1,3
3438,1,0,2,307,0,1,2,7,0,1,1,2,1,2,1,1,0,0,128,1,2
3439,2,0,3,265,0,2,3,5,7,2,2,2,2,2,1,1,50,0,427,0,3
3440,2,0,12,266,266,3,2,7,0,2,1,1,1,1,1,7,0,0,169,5,2
3441,1,0,48,307,0,2,2,7,0,2,1,1,1,1,1,1,0,0,294,3,4
3442,2,0,14,254,0,2,1,3,7,1,1,1,1,1,1,1,0,0,334,1,1
3443,1,0,3,307,0,2,1,7,0,2,1,1,1,2,1,1,0,1,214,2,2
3444,1,0,4,307,0,1,3,0,0,2,1,1,1,2,1,1,155,0,347,1,4
3445,2,0,5,266,0,2,5,7,0,2,1,2,1,2,1,1,0,0,399,4,1
3446,2,0,4,265,0,2,4,7,0,2,2,2,2,2,1,1,100,0,252,2,2
3447,1,0,1,307,0,2,1,2,0,2,2,2,2,2,1,1,20,0,122,1,2
3448,2,0,4,266,0,2,1,4,6,2,1,1,1,2,1,1,0,2,828,9,2
3449,2,0,2,266,0,1,1,6,7,1,2,1,1,2,1,1,0,0,612,4,2
3450,2,0,2,265,0,3,1,3,7,2,2,2,2,2,1,3,1,0,55,2,3
3451,1,0,3,307,0,2,2,3,0,2,2,1,1,2,1,1,0,0,507,5,3
3452,1,0,1,307,0,1,2,0,0,2,1,2,2,2,1,1,0,0,563,2,1
3453,2,0,12,247,0,1,7,0,0,2,2,1,1,1,1,2,100,0,156,3,4
3454,2,0,2,241,266,3,2,3,6,1,1,2,2,2,1,2,0,0,447,3,3
3455,2,0,0,265,0,1,2,5,0,1,2,2,2,2,1,1,0,0,131,4,0
3456,1,0,48,307,307,2,1,5,0,2,2,1,1,1,1,1,0,0,89,2,0
3457,1,0,2,218,307,1,2,5,0,2,1,2,1,2,1,1,0,0,176,2,2
3458,2,0,2,266,0,1,3,0,0,2,2,2,2,2,1,1,0,0,231,4,1
3459,1,0,3,307,0,2,2,7,0,1,1,1,1,2,2,1,0,0,246,2,1
3460,1,0,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,0,168,1,2
